report_id,title,description,area,time_of_day,population_density,distance_to_school_km,complaint_age_hours,nearby_open_reports,brightness,edge_density,red_ratio,brown_ratio,green_ratio,blue_ratio,issue_type,severity_score,priority,recommended_team
CP-01484,Construction Debris near Whitefield,construction debris reported at Whitefield during morning. night needs attention from city staff.,Whitefield,morning,0.61,1.54,8,9,127.34,0.584,0.154,0.599,0.175,0.658,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01485,Construction Debris near Koramangala,construction debris reported at Koramangala during night.  needs attention from city staff.,Koramangala,night,0.86,2.52,54,6,173.82,0.782,0.094,0.331,0.133,0.673,Road Block,89,P1 Emergency,Emergency clearing crew
CP-01486,Water Filled Hole near Ulsoor,water filled hole reported at Ulsoor during morning. night school needs attention from city staff.,Ulsoor,morning,0.74,1.39,45,1,108.5,0.815,0.23,0.598,0.258,0.082,Pothole,93,P1 Emergency,Emergency roads crew
CP-01487,Broken Lamp near Ulsoor,broken lamp reported at Ulsoor during afternoon. elderly needs attention from city staff.,Ulsoor,afternoon,0.63,1.41,96,5,25.39,0.281,0.158,0.38,0.334,0.478,Broken Light,89,P1 Emergency,Electrical team
CP-01488,Waste Pile near Koramangala,waste pile reported at Koramangala during night. traffic jam needs attention from city staff.,Koramangala,night,0.7,0.66,15,2,151.24,0.656,0.127,0.538,0.488,0.063,Garbage,66,P2 High,Waste collection crew
CP-01489,Flooding near MG Road,flooding reported at MG Road during morning. elderly main road needs attention from city staff.,MG Road,morning,0.41,1.44,57,4,93.53,0.697,0.176,0.434,0.487,0.438,Water Leak,86,P1 Emergency,Drainage crew
CP-01490,Hero Render upload,hero render image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.77,3.23,9,1,150.6,0.219,0.313,0.063,0.136,0.1,Unsupported,23,P4 Low,Manual review
CP-01491,Illustration upload,illustration image captured at Ulsoor during morning. Non-civic content without a public infrastructure problem.,Ulsoor,morning,0.82,1.91,6,2,67.89,0.273,0.556,0.148,0.19,0.067,Unsupported,26,P4 Low,Manual review
CP-01492,Road Crack near Richmond Road,road crack reported at Richmond Road during morning. dangerous traffic jam needs attention from city staff.,Richmond Road,morning,0.91,1.21,74,1,127.49,0.638,0.178,0.388,0.325,0.382,Pothole,97,P1 Emergency,Roads team
CP-01493,Blocked Lane near Koramangala,blocked lane reported at Koramangala during afternoon.  needs attention from city staff.,Koramangala,afternoon,0.7,0.75,21,8,165.15,0.882,0.242,0.643,0.029,0.645,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01494,Supercar upload,supercar image captured at Indiranagar during morning. Non-civic content without a public infrastructure problem.,Indiranagar,morning,0.82,2.84,8,1,66.0,0.397,0.616,0.046,0.193,0.06,Unsupported,24,P4 Low,Manual review
CP-01495,Porsche upload,porsche image captured at Ulsoor during night. Non-civic content without a public infrastructure problem.,Ulsoor,night,0.33,2.91,2,0,128.07,0.13,0.545,0.17,0.1,0.177,Unsupported,20,P4 Low,Manual review
CP-01496,Fallen Tree near MG Road,fallen tree reported at MG Road during afternoon.  needs attention from city staff.,MG Road,afternoon,0.91,2.17,78,3,51.31,0.233,0.119,0.571,0.289,0.357,Road Block,95,P1 Emergency,Traffic response team
CP-01497,Race Car upload,race car image captured at Indiranagar during evening. Non-civic content without a public infrastructure problem.,Indiranagar,evening,0.7,1.98,6,0,132.83,0.215,0.431,0.079,0.125,0.311,Unsupported,20,P4 Low,Manual review
CP-01498,Car Wallpaper upload,car wallpaper image captured at Richmond Road during morning. Non-civic content without a public infrastructure problem.,Richmond Road,morning,0.55,2.65,4,1,140.67,0.348,0.484,0.095,0.031,0.051,Unsupported,23,P4 Low,Manual review
CP-01499,Street Light near Richmond Road,street light reported at Richmond Road during evening.  needs attention from city staff.,Richmond Road,evening,0.87,3.2,5,6,50.42,0.662,0.144,0.235,0.249,0.399,Broken Light,81,P1 Emergency,Night safety crew
CP-01500,Road Crack near MG Road,road crack reported at MG Road during afternoon. school accident risk needs attention from city staff.,MG Road,afternoon,0.75,2.32,38,9,77.45,0.819,0.279,0.44,0.248,0.235,Pothole,100,P1 Emergency,Emergency roads crew
CP-01501,Water Leak near MG Road,water leak reported at MG Road during night. night traffic jam needs attention from city staff.,MG Road,night,0.95,3.39,64,2,103.91,0.609,0.061,0.643,0.376,0.594,Water Leak,94,P1 Emergency,Water works team
CP-01502,Digital Render upload,digital render image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.97,2.77,11,1,74.66,0.419,0.535,0.078,0.125,0.297,Unsupported,21,P4 Low,Manual review
CP-01503,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during evening.  needs attention from city staff.,Richmond Road,evening,0.28,0.27,47,7,172.3,0.253,0.209,0.113,0.098,0.445,Water Leak,74,P2 High,Drainage crew
CP-01504,Damaged Lane near Ulsoor,damaged lane reported at Ulsoor during morning. main road accident risk needs attention from city staff.,Ulsoor,morning,0.59,0.42,8,5,143.63,0.795,0.12,0.391,0.141,0.155,Pothole,99,P1 Emergency,Emergency roads crew
CP-01505,Crater near Koramangala,crater reported at Koramangala during afternoon. traffic jam needs attention from city staff.,Koramangala,afternoon,0.36,2.55,92,1,21.06,0.799,0.067,0.7,0.164,0.196,Pothole,99,P1 Emergency,Emergency roads crew
CP-01506,Water Filled Hole near Jayanagar,water filled hole reported at Jayanagar during night. urgent needs attention from city staff.,Jayanagar,night,0.63,0.97,26,7,160.15,0.91,0.221,0.42,0.483,0.051,Pothole,96,P1 Emergency,Roads team
CP-01507,Garbage near Ulsoor,garbage reported at Ulsoor during morning. main road dangerous needs attention from city staff.,Ulsoor,morning,0.97,2.82,73,6,44.1,0.341,0.273,0.237,0.582,0.545,Garbage,94,P1 Emergency,Sanitation team
CP-01508,Broken Lamp near Jayanagar,broken lamp reported at Jayanagar during afternoon. children accident risk needs attention from city staff.,Jayanagar,afternoon,0.56,2.7,39,8,27.5,0.528,0.079,0.497,0.282,0.446,Broken Light,89,P1 Emergency,Electrical team
CP-01509,Sports Car upload,sports car image captured at Koramangala during night. Non-civic content without a public infrastructure problem.,Koramangala,night,0.98,3.22,7,1,81.47,0.251,0.603,0.037,0.217,0.164,Unsupported,25,P4 Low,Manual review
CP-01510,Water Leak near Richmond Road,water leak reported at Richmond Road during afternoon. main road needs attention from city staff.,Richmond Road,afternoon,0.29,1.68,27,1,129.44,0.77,0.209,0.266,0.211,0.525,Water Leak,82,P1 Emergency,Water works team
CP-01511,Road Crack near Jayanagar,road crack reported at Jayanagar during morning. urgent children needs attention from city staff.,Jayanagar,morning,0.44,3.34,29,0,121.69,0.877,0.231,0.628,0.509,0.262,Pothole,85,P1 Emergency,Emergency roads crew
CP-01512,Water Leak near Indiranagar,water leak reported at Indiranagar during night. traffic jam needs attention from city staff.,Indiranagar,night,0.32,0.47,47,3,56.33,0.284,0.099,0.386,0.259,0.746,Water Leak,84,P1 Emergency,Water works team
CP-01513,Display Shot upload,display shot image captured at Indiranagar during afternoon. Non-civic content without a public infrastructure problem.,Indiranagar,afternoon,0.47,2.53,3,0,121.03,0.403,0.403,0.152,0.11,0.153,Unsupported,24,P4 Low,Manual review
CP-01514,No Lighting near Indiranagar,no lighting reported at Indiranagar during afternoon. elderly needs attention from city staff.,Indiranagar,afternoon,0.62,1.05,6,3,65.62,0.215,0.077,0.569,0.19,0.399,Broken Light,68,P2 High,Night safety crew
CP-01515,Damaged Lane near Ulsoor,damaged lane reported at Ulsoor during evening. main road traffic jam elderly children needs attention from city staff.,Ulsoor,evening,0.59,2.54,64,4,21.02,0.402,0.131,0.539,0.549,0.538,Pothole,100,P1 Emergency,Emergency roads crew
CP-01516,Trash near Jayanagar,trash reported at Jayanagar during morning. main road needs attention from city staff.,Jayanagar,morning,0.9,0.67,88,8,40.33,0.568,0.262,0.561,0.495,0.608,Garbage,100,P1 Emergency,Waste collection crew
CP-01517,Trash near Ulsoor,trash reported at Ulsoor during afternoon. traffic jam needs attention from city staff.,Ulsoor,afternoon,0.89,3.18,93,5,123.02,0.919,0.138,0.125,0.44,0.632,Garbage,100,P1 Emergency,Sanitation team
CP-01518,Fallen Tree near MG Road,fallen tree reported at MG Road during afternoon. traffic jam needs attention from city staff.,MG Road,afternoon,0.44,3.2,27,5,103.37,0.691,0.175,0.65,0.069,0.677,Road Block,98,P1 Emergency,Emergency clearing crew
CP-01519,Trash near Whitefield,trash reported at Whitefield during night. school dangerous urgent traffic jam needs attention from city staff.,Whitefield,night,0.67,0.35,91,0,69.11,0.677,0.264,0.517,0.318,0.666,Garbage,100,P1 Emergency,Waste collection crew
CP-01520,Broken Lamp near Ulsoor,broken lamp reported at Ulsoor during afternoon. main road night needs attention from city staff.,Ulsoor,afternoon,0.3,0.9,74,3,38.79,0.255,0.243,0.142,0.385,0.249,Broken Light,80,P1 Emergency,Night safety crew
CP-01521,Burst Pipe near Ulsoor,burst pipe reported at Ulsoor during evening. night needs attention from city staff.,Ulsoor,evening,0.84,1.52,27,4,34.29,0.296,0.179,0.388,0.137,0.611,Water Leak,96,P1 Emergency,Drainage crew
CP-01522,Supercar upload,supercar image captured at Jayanagar during afternoon. Non-civic content without a public infrastructure problem.,Jayanagar,afternoon,0.71,2.11,8,2,95.41,0.411,0.605,0.062,0.049,0.096,Unsupported,22,P4 Low,Manual review
CP-01523,Blocked Lane near MG Road,blocked lane reported at MG Road during night.  needs attention from city staff.,MG Road,night,0.32,3.27,33,7,132.65,0.096,0.24,0.638,0.369,0.408,Road Block,76,P2 High,Emergency clearing crew
CP-01524,Crater near Richmond Road,crater reported at Richmond Road during night. elderly needs attention from city staff.,Richmond Road,night,0.59,3.42,75,6,38.91,0.6,0.22,0.432,0.249,0.172,Pothole,100,P1 Emergency,Emergency roads crew
CP-01525,Broken Lamp near Jayanagar,broken lamp reported at Jayanagar during evening. children dangerous night needs attention from city staff.,Jayanagar,evening,0.94,1.58,26,2,13.94,0.491,0.032,0.093,0.198,0.481,Broken Light,97,P1 Emergency,Night safety crew
CP-01526,Dumped Bags near Jayanagar,dumped bags reported at Jayanagar during night. elderly urgent needs attention from city staff.,Jayanagar,night,0.63,1.45,71,8,158.8,0.657,0.135,0.06,0.549,0.376,Garbage,94,P1 Emergency,Waste collection crew
CP-01527,Sewage Overflow near Indiranagar,sewage overflow reported at Indiranagar during evening. accident risk traffic jam night needs attention from city staff.,Indiranagar,evening,0.45,1.76,22,6,52.12,0.492,0.24,0.434,0.489,0.515,Water Leak,98,P1 Emergency,Drainage crew
CP-01528,Blocked Lane near Richmond Road,blocked lane reported at Richmond Road during evening. elderly needs attention from city staff.,Richmond Road,evening,0.86,2.23,57,1,75.82,0.787,0.232,0.17,0.472,0.637,Road Block,100,P1 Emergency,Traffic response team
CP-01529,Overflowing Bin near Indiranagar,overflowing bin reported at Indiranagar during night. night needs attention from city staff.,Indiranagar,night,0.38,2.28,72,4,128.68,0.708,0.183,0.218,0.413,0.444,Garbage,72,P2 High,Waste collection crew
CP-01530,Electric Pole near Jayanagar,electric pole reported at Jayanagar during morning. urgent needs attention from city staff.,Jayanagar,morning,0.53,1.89,26,8,31.55,0.418,0.077,0.475,0.084,0.297,Broken Light,94,P1 Emergency,Electrical team
CP-01531,Dark Road near Richmond Road,dark road reported at Richmond Road during morning. urgent children dangerous needs attention from city staff.,Richmond Road,morning,0.98,3.07,12,5,27.48,0.819,0.085,0.531,0.394,0.59,Broken Light,88,P1 Emergency,Electrical team
CP-01532,Blocked Lane near Richmond Road,blocked lane reported at Richmond Road during night. main road needs attention from city staff.,Richmond Road,night,0.4,3.12,51,7,64.98,0.439,0.203,0.649,0.526,0.288,Road Block,98,P1 Emergency,Traffic response team
CP-01533,Waste Pile near MG Road,waste pile reported at MG Road during afternoon. traffic jam children school needs attention from city staff.,MG Road,afternoon,0.84,2.5,74,4,150.91,0.139,0.249,0.033,0.473,0.317,Garbage,88,P1 Emergency,Waste collection crew
CP-01534,3D Artwork upload,3d artwork image captured at Ulsoor during night. Non-civic content without a public infrastructure problem.,Ulsoor,night,0.61,3.69,6,0,96.96,0.289,0.559,0.073,0.158,0.172,Unsupported,28,P4 Low,Manual review
CP-01535,Overflowing Bin near Jayanagar,overflowing bin reported at Jayanagar during morning. school needs attention from city staff.,Jayanagar,morning,0.79,3.02,61,5,89.23,0.475,0.15,0.421,0.657,0.388,Garbage,93,P1 Emergency,Sanitation team
CP-01536,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during evening. traffic jam dangerous children elderly needs attention from city staff.,Richmond Road,evening,0.52,2.27,67,4,173.59,0.166,0.214,0.15,0.504,0.79,Water Leak,94,P1 Emergency,Drainage crew
CP-01537,Road Blocked near MG Road,road blocked reported at MG Road during night. urgent children accident risk needs attention from city staff.,MG Road,night,0.88,1.3,4,6,62.77,0.497,0.271,0.352,0.424,0.483,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01538,Waste Pile near Jayanagar,waste pile reported at Jayanagar during night. traffic jam accident risk children needs attention from city staff.,Jayanagar,night,0.41,3.26,43,4,130.42,0.086,0.103,0.185,0.303,0.146,Garbage,72,P2 High,Sanitation team
CP-01539,Vehicle Obstruction near Whitefield,vehicle obstruction reported at Whitefield during evening. main road traffic jam elderly needs attention from city staff.,Whitefield,evening,0.43,3.32,55,7,139.07,0.354,0.186,0.542,0.523,0.696,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01540,Road Blocked near Indiranagar,road blocked reported at Indiranagar during night. traffic jam needs attention from city staff.,Indiranagar,night,0.72,1.33,1,5,44.72,0.6,0.225,0.098,0.212,0.161,Road Block,100,P1 Emergency,Traffic response team
CP-01541,Blocked Lane near MG Road,blocked lane reported at MG Road during afternoon. elderly main road dangerous children needs attention from city staff.,MG Road,afternoon,0.93,1.29,52,5,62.36,0.083,0.091,0.297,0.361,0.1,Road Block,100,P1 Emergency,Traffic response team
CP-01542,Water Leak near MG Road,water leak reported at MG Road during afternoon. school needs attention from city staff.,MG Road,afternoon,0.9,2.22,46,3,34.95,0.9,0.112,0.034,0.088,0.795,Water Leak,87,P1 Emergency,Water works team
CP-01543,Water Leak near Jayanagar,water leak reported at Jayanagar during morning. school urgent main road accident risk needs attention from city staff.,Jayanagar,morning,0.67,3.19,8,5,67.57,0.322,0.142,0.597,0.21,0.578,Water Leak,100,P1 Emergency,Water works team
CP-01544,Construction Debris near Koramangala,construction debris reported at Koramangala during afternoon. school accident risk elderly night needs attention from city staff.,Koramangala,afternoon,0.64,0.41,11,8,45.09,0.202,0.2,0.502,0.481,0.317,Road Block,100,P1 Emergency,Traffic response team
CP-01545,Damaged Lane near Koramangala,damaged lane reported at Koramangala during night. school night needs attention from city staff.,Koramangala,night,0.83,2.75,85,1,73.85,0.869,0.04,0.692,0.292,0.411,Pothole,100,P1 Emergency,Emergency roads crew
CP-01546,Construction Debris near Whitefield,construction debris reported at Whitefield during morning. dangerous needs attention from city staff.,Whitefield,morning,0.87,2.68,66,8,65.08,0.701,0.251,0.553,0.411,0.367,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01547,Street Light near Koramangala,street light reported at Koramangala during night.  needs attention from city staff.,Koramangala,night,0.95,1.47,47,5,39.67,0.585,0.23,0.609,0.215,0.246,Broken Light,87,P1 Emergency,Electrical team
CP-01548,Sewage Overflow near Koramangala,sewage overflow reported at Koramangala during night. night needs attention from city staff.,Koramangala,night,0.72,3.27,35,5,111.91,0.231,0.101,0.466,0.087,0.42,Water Leak,79,P1 Emergency,Water works team
CP-01549,Flooding near MG Road,flooding reported at MG Road during evening. urgent children needs attention from city staff.,MG Road,evening,0.92,2.12,37,8,153.14,0.558,0.214,0.311,0.161,0.77,Water Leak,98,P1 Emergency,Water works team
CP-01550,Vehicle Obstruction near Whitefield,vehicle obstruction reported at Whitefield during morning. elderly needs attention from city staff.,Whitefield,morning,0.37,1.31,29,5,164.26,0.861,0.224,0.291,0.16,0.519,Road Block,84,P1 Emergency,Emergency clearing crew
CP-01551,Porsche upload,porsche image captured at Jayanagar during afternoon. Non-civic content without a public infrastructure problem.,Jayanagar,afternoon,0.76,2.51,4,1,164.24,0.208,0.46,0.018,0.081,0.309,Unsupported,24,P4 Low,Manual review
CP-01552,Dark Road near Whitefield,dark road reported at Whitefield during afternoon. school dangerous traffic jam accident risk needs attention from city staff.,Whitefield,afternoon,0.53,3.4,85,7,30.08,0.803,0.134,0.341,0.317,0.552,Broken Light,99,P1 Emergency,Electrical team
CP-01553,Race Car upload,race car image captured at Whitefield during afternoon. Non-civic content without a public infrastructure problem.,Whitefield,afternoon,0.31,3.16,2,2,104.96,0.178,0.349,0.018,0.207,0.231,Unsupported,19,P4 Low,Manual review
CP-01554,Road Blocked near MG Road,road blocked reported at MG Road during morning. main road night children elderly needs attention from city staff.,MG Road,morning,0.53,2.78,71,3,115.55,0.158,0.122,0.149,0.043,0.296,Road Block,95,P1 Emergency,Traffic response team
CP-01555,Dumped Bags near Richmond Road,dumped bags reported at Richmond Road during morning. elderly traffic jam needs attention from city staff.,Richmond Road,morning,0.39,0.06,86,3,106.93,0.614,0.16,0.614,0.493,0.063,Garbage,86,P1 Emergency,Waste collection crew
CP-01556,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during afternoon. elderly children needs attention from city staff.,Richmond Road,afternoon,0.81,0.99,18,0,106.99,0.331,0.205,0.137,0.119,0.554,Water Leak,80,P1 Emergency,Water works team
CP-01557,Sewage Overflow near Koramangala,sewage overflow reported at Koramangala during afternoon. urgent needs attention from city staff.,Koramangala,afternoon,0.82,2.69,64,9,151.27,0.421,0.141,0.514,0.193,0.676,Water Leak,95,P1 Emergency,Drainage crew
CP-01558,Vehicle Obstruction near Ulsoor,vehicle obstruction reported at Ulsoor during morning. elderly needs attention from city staff.,Ulsoor,morning,0.48,3.33,50,9,54.76,0.746,0.184,0.231,0.069,0.242,Road Block,100,P1 Emergency,Emergency clearing crew
CP-01559,Trash near MG Road,trash reported at MG Road during night. accident risk needs attention from city staff.,MG Road,night,0.84,2.06,2,8,170.2,0.756,0.097,0.622,0.678,0.304,Garbage,86,P1 Emergency,Sanitation team
CP-01560,Fallen Tree near Ulsoor,fallen tree reported at Ulsoor during afternoon. school needs attention from city staff.,Ulsoor,afternoon,0.75,2.29,83,2,62.61,0.551,0.064,0.589,0.14,0.161,Road Block,96,P1 Emergency,Emergency clearing crew
CP-01561,Supercar upload,supercar image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.62,2.8,6,1,152.01,0.362,0.571,0.125,0.104,0.152,Unsupported,25,P4 Low,Manual review
CP-01562,Vehicle Render upload,vehicle render image captured at Koramangala during afternoon. Non-civic content without a public infrastructure problem.,Koramangala,afternoon,0.94,1.88,5,0,113.69,0.382,0.342,0.028,0.212,0.139,Unsupported,21,P4 Low,Manual review
CP-01563,Illustration upload,illustration image captured at Richmond Road during night. Non-civic content without a public infrastructure problem.,Richmond Road,night,0.79,1.9,9,1,135.6,0.201,0.534,0.08,0.142,0.106,Unsupported,21,P4 Low,Manual review
CP-01564,Trash near Richmond Road,trash reported at Richmond Road during afternoon. school children traffic jam needs attention from city staff.,Richmond Road,afternoon,0.89,2.37,89,0,144.71,0.188,0.081,0.08,0.578,0.646,Garbage,82,P1 Emergency,Sanitation team
CP-01565,Burst Pipe near Koramangala,burst pipe reported at Koramangala during afternoon.  needs attention from city staff.,Koramangala,afternoon,0.7,1.87,45,7,164.03,0.63,0.238,0.206,0.461,0.641,Water Leak,76,P2 High,Water works team
CP-01566,Garbage near MG Road,garbage reported at MG Road during evening. elderly needs attention from city staff.,MG Road,evening,0.41,3.17,65,3,27.16,0.871,0.032,0.325,0.427,0.525,Garbage,81,P1 Emergency,Waste collection crew
CP-01567,Sports Car upload,sports car image captured at Indiranagar during night. Non-civic content without a public infrastructure problem.,Indiranagar,night,0.66,2.6,7,1,88.27,0.232,0.448,0.085,0.062,0.064,Unsupported,20,P4 Low,Manual review
CP-01568,Flooding near Richmond Road,flooding reported at Richmond Road during evening.  needs attention from city staff.,Richmond Road,evening,0.63,1.49,19,4,92.59,0.359,0.067,0.308,0.094,0.464,Water Leak,79,P1 Emergency,Drainage crew
CP-01569,Garbage near MG Road,garbage reported at MG Road during morning. night needs attention from city staff.,MG Road,morning,0.92,1.28,96,6,107.98,0.115,0.175,0.221,0.669,0.545,Garbage,77,P2 High,Sanitation team
CP-01570,Burst Pipe near Koramangala,burst pipe reported at Koramangala during afternoon. traffic jam school dangerous needs attention from city staff.,Koramangala,afternoon,0.82,3.22,3,5,63.62,0.317,0.176,0.221,0.063,0.505,Water Leak,100,P1 Emergency,Drainage crew
CP-01571,Dumped Bags near MG Road,dumped bags reported at MG Road during afternoon.  needs attention from city staff.,MG Road,afternoon,0.27,0.99,51,4,85.96,0.524,0.114,0.605,0.29,0.095,Garbage,78,P1 Emergency,Waste collection crew
CP-01572,Wallpaper Art upload,wallpaper art image captured at MG Road during evening. Non-civic content without a public infrastructure problem.,MG Road,evening,0.66,3.2,4,1,107.91,0.324,0.516,0.011,0.111,0.256,Unsupported,21,P4 Low,Manual review
CP-01573,Fallen Tree near Koramangala,fallen tree reported at Koramangala during night. dangerous elderly children needs attention from city staff.,Koramangala,night,0.95,0.16,83,2,35.34,0.468,0.237,0.49,0.254,0.096,Road Block,100,P1 Emergency,Traffic response team
CP-01574,Dumped Bags near Whitefield,dumped bags reported at Whitefield during evening. children dangerous traffic jam needs attention from city staff.,Whitefield,evening,0.54,0.42,49,9,91.11,0.111,0.181,0.331,0.59,0.678,Garbage,95,P1 Emergency,Sanitation team
CP-01575,No Lighting near Ulsoor,no lighting reported at Ulsoor during afternoon. dangerous elderly needs attention from city staff.,Ulsoor,afternoon,0.44,2.29,63,9,23.98,0.827,0.102,0.335,0.295,0.505,Broken Light,96,P1 Emergency,Night safety crew
CP-01576,Dark Road near Ulsoor,dark road reported at Ulsoor during evening. night school main road children needs attention from city staff.,Ulsoor,evening,0.6,2.34,49,5,34.37,0.299,0.075,0.028,0.305,0.461,Broken Light,98,P1 Emergency,Electrical team
CP-01577,Fallen Tree near MG Road,fallen tree reported at MG Road during night. school elderly needs attention from city staff.,MG Road,night,0.84,2.88,9,1,109.78,0.511,0.246,0.486,0.034,0.432,Road Block,100,P1 Emergency,Traffic response team
CP-01578,Water Filled Hole near Jayanagar,water filled hole reported at Jayanagar during morning. dangerous accident risk needs attention from city staff.,Jayanagar,morning,0.86,0.28,60,0,27.84,0.864,0.064,0.512,0.373,0.379,Pothole,100,P1 Emergency,Emergency roads crew
CP-01579,Drain Water near Whitefield,drain water reported at Whitefield during night. urgent dangerous school needs attention from city staff.,Whitefield,night,0.35,1.38,17,1,36.83,0.362,0.192,0.507,0.338,0.554,Water Leak,97,P1 Emergency,Drainage crew
CP-01580,Street Light near Whitefield,street light reported at Whitefield during afternoon. night elderly main road accident risk needs attention from city staff.,Whitefield,afternoon,0.36,1.27,16,3,57.42,0.282,0.262,0.545,0.515,0.471,Broken Light,90,P1 Emergency,Electrical team
CP-01581,Road Crack near Richmond Road,road crack reported at Richmond Road during night. dangerous elderly needs attention from city staff.,Richmond Road,night,0.73,0.7,70,1,108.16,0.648,0.153,0.483,0.29,0.662,Pothole,90,P1 Emergency,Emergency roads crew
CP-01582,Electric Pole near Koramangala,electric pole reported at Koramangala during night. traffic jam needs attention from city staff.,Koramangala,night,0.81,0.66,19,0,15.63,0.594,0.045,0.259,0.155,0.455,Broken Light,73,P2 High,Night safety crew
CP-01583,Catalog Photo upload,catalog photo image captured at Richmond Road during afternoon. Non-civic content without a public infrastructure problem.,Richmond Road,afternoon,0.41,2.65,6,0,120.99,0.175,0.407,0.135,0.174,0.145,Unsupported,20,P4 Low,Manual review
CP-01584,Promo Image upload,promo image image captured at Jayanagar during evening. Non-civic content without a public infrastructure problem.,Jayanagar,evening,0.61,2.66,8,2,86.54,0.241,0.608,0.146,0.039,0.102,Unsupported,28,P4 Low,Manual review
CP-01585,Wallpaper Art upload,wallpaper art image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.53,2.5,6,0,69.07,0.197,0.312,0.023,0.036,0.124,Unsupported,22,P4 Low,Manual review
CP-01586,Water Filled Hole near MG Road,water filled hole reported at MG Road during afternoon. children night needs attention from city staff.,MG Road,afternoon,0.92,1.64,7,9,63.47,0.945,0.227,0.653,0.392,0.274,Pothole,100,P1 Emergency,Emergency roads crew
CP-01587,Vehicle Obstruction near Ulsoor,vehicle obstruction reported at Ulsoor during night.  needs attention from city staff.,Ulsoor,night,0.98,2.83,69,5,71.92,0.416,0.22,0.164,0.509,0.457,Road Block,91,P1 Emergency,Traffic response team
CP-01588,Digital Render upload,digital render image captured at MG Road during night. Non-civic content without a public infrastructure problem.,MG Road,night,0.83,2.03,10,2,120.33,0.386,0.211,0.103,0.144,0.156,Unsupported,26,P4 Low,Manual review
CP-01589,Fallen Tree near Koramangala,fallen tree reported at Koramangala during evening. children needs attention from city staff.,Koramangala,evening,0.85,3.11,10,1,34.26,0.682,0.039,0.139,0.263,0.289,Road Block,95,P1 Emergency,Emergency clearing crew
CP-01590,Waste Pile near Jayanagar,waste pile reported at Jayanagar during evening. accident risk needs attention from city staff.,Jayanagar,evening,0.46,3.46,1,2,173.84,0.778,0.115,0.178,0.348,0.502,Garbage,73,P2 High,Waste collection crew
CP-01591,Digital Render upload,digital render image captured at MG Road during evening. Non-civic content without a public infrastructure problem.,MG Road,evening,0.42,2.02,10,1,65.83,0.116,0.528,0.167,0.12,0.316,Unsupported,21,P4 Low,Manual review
CP-01592,Product Photo upload,product photo image captured at Jayanagar during afternoon. Non-civic content without a public infrastructure problem.,Jayanagar,afternoon,0.25,2.67,11,0,136.41,0.161,0.218,0.134,0.201,0.116,Unsupported,20,P4 Low,Manual review
CP-01593,Waste Pile near Richmond Road,waste pile reported at Richmond Road during morning. dangerous night needs attention from city staff.,Richmond Road,morning,0.58,2.16,86,5,136.32,0.541,0.171,0.463,0.517,0.566,Garbage,82,P1 Emergency,Sanitation team
CP-01594,Pothole near Ulsoor,pothole reported at Ulsoor during evening. school accident risk needs attention from city staff.,Ulsoor,evening,0.33,0.07,11,3,150.49,0.87,0.203,0.407,0.326,0.149,Pothole,94,P1 Emergency,Roads team
CP-01595,Product Photo upload,product photo image captured at Indiranagar during morning. Non-civic content without a public infrastructure problem.,Indiranagar,morning,0.59,3.68,8,0,170.44,0.274,0.352,0.072,0.072,0.061,Unsupported,23,P4 Low,Manual review
CP-01596,Water Leak near Ulsoor,water leak reported at Ulsoor during night. night needs attention from city staff.,Ulsoor,night,0.48,0.99,82,9,39.8,0.843,0.108,0.521,0.401,0.362,Water Leak,99,P1 Emergency,Water works team
CP-01597,Sports Car upload,sports car image captured at Indiranagar during evening. Non-civic content without a public infrastructure problem.,Indiranagar,evening,0.55,3.8,11,0,143.55,0.367,0.503,0.053,0.047,0.15,Unsupported,21,P4 Low,Manual review
CP-01598,Dark Road near Indiranagar,dark road reported at Indiranagar during night. accident risk needs attention from city staff.,Indiranagar,night,0.58,0.19,58,7,65.89,0.341,0.064,0.599,0.125,0.695,Broken Light,91,P1 Emergency,Night safety crew
CP-01599,Drain Water near MG Road,drain water reported at MG Road during night. children accident risk needs attention from city staff.,MG Road,night,0.62,0.51,6,7,124.05,0.23,0.103,0.454,0.031,0.679,Water Leak,100,P1 Emergency,Drainage crew
CP-01600,Damaged Lane near Koramangala,damaged lane reported at Koramangala during afternoon. children school needs attention from city staff.,Koramangala,afternoon,0.51,0.68,45,4,161.66,0.949,0.233,0.434,0.334,0.161,Pothole,98,P1 Emergency,Roads team
